,pvalue,weighted_pvalue,log2FoldChange
Hadha,0.669876777,0.622917466,-0.04199256
Pygo2,0.669928813,0.777947187,0.049954004
Il1f9,0.67006445,1,0.067663492
Pxylp1,0.67006898,0.639166456,-0.045668551
B3galt4,0.670230694,0.730185291,-0.052863693
Gm45872,0.670267617,0.999935884,-0.074250819
Pomc,0.670288404,0.782048895,-0.069019488
Snx6,0.670305805,0.778384965,0.05246156
Tmem223,0.670531865,0.688061137,-0.055941586
Gm37879,0.670773453,0.782614819,-0.073931486
Csnk1g3,0.671509428,0.640540474,0.036464871
Cttn,0.671714432,0.783712691,0.074097642
Fpr1,0.671625126,0.73170446,0.068604468
Gm6297,0.67136261,1,0.072466449
Mef2c,0.671390961,1,0.072146437
Poll,0.671265191,0.662074487,-0.052560183
Sqor,0.67154104,0.665224094,-0.07340808
Ticam2,0.67167501,1,0.073763093
F5,0.671793158,1,0.058777222
Txnrd2,0.671857298,0.662658487,0.054131525
Lrmp,0.672478824,0.641465163,0.047985357
Pglyrp1,0.672401979,0.66319571,0.060687564
Vipas39,0.672479559,0.527146739,0.049096528
Ppig,0.672573255,0.625424918,-0.036988841
Zfhx3,0.672718586,1,0.073836768
Dcaf13,0.672952048,0.640242948,0.039641566
BC037032,0.673001558,0.641108985,-0.071154294
Rexo4,0.673104205,0.781634574,-0.051731818
Mutyh,0.673193615,0.663976508,-0.052487346
Sbf1,0.67329973,0.427089486,-0.031614513
Simc1,0.673319688,0.61619006,-0.063674433
Rnf24,0.673807365,0.691422265,0.070495555
Uaca,0.673900337,1,0.073482605
Gm49338,0.674060219,0.564213052,0.068309673
Gm9949,0.674136425,1,-0.073449478
Slc12a9,0.674182405,0.691807109,0.050249162
Zbtb48,0.674250692,0.657351217,-0.053249409
Gm20605,0.674358525,0.668015076,0.053747559
Atxn10,0.674545823,0.63944634,-0.046607819
Usp40,0.674601153,0.692236805,-0.050127371
Hk3,0.674686592,0.860005944,0.073091765
Elf3,0.67479152,1,0.073075753
Hexdc,0.675075766,1,0.068964261
Ckap4,0.675214068,0.643216647,-0.073032483
Plxnc1,0.67524783,0.658323363,-0.052676567
Gm37474,0.675356315,0.693011709,0.068437935
Tcn2,0.675513914,0.663432096,0.068182883
Cenpi,0.675657383,0.736097416,-0.068196389
Gm15846,0.675937429,1,-0.072687669
Praf2,0.676207893,0.858280138,0.050104618
Fam166a,0.676391644,1,0.072868041
Ccdc57,0.676631182,1,0.072734295
Clec4e,0.676729446,0.73726538,0.063719934
Resf1,0.676751019,0.586741697,0.050537735
Retnlg,0.676657019,0.694346416,0.064650875
Gm4013,0.676810512,1,-0.070068756
Stag3,0.677241014,0.645147539,0.071930736
Gm42979,0.677481349,0.790441155,-0.072521134
Pigq,0.677752007,0.620486661,0.049896941
Csf2rb2,0.678018276,0.938998862,0.062872083
Tm6sf1,0.678099837,0.511383932,-0.048014244
Gm12758,0.678490077,1,0.072137911
Gm12166,0.678847123,1,0.064257054
S100a16,0.678925939,1,0.072280357
Gm48768,0.679148364,0.69690289,0.068029596
Gm15545,0.679214452,0.940655466,-0.067527887
Gm26692,0.679261393,1,0.071947097
Il11ra1,0.679524505,0.673132461,0.055344034
Itga2b,0.679750349,0.64753796,0.070409486
Nbea,0.67975994,1,0.069640409
Snord65,0.679833918,0.941513374,0.066492692
Trem3,0.67980488,1,0.066271465
Cnpy2,0.679955071,0.66779382,-0.050613982
Fbxl12,0.680090677,0.62262773,-0.047308581
Gm45709,0.680044297,1,-0.071300875
1700029H14Rik,0.680228535,1,-0.071493543
Rps27l,0.680237467,0.663187939,0.049975991
Trim41,0.680467426,0.648221056,-0.067321681
Fam76b,0.680629799,0.533535591,-0.052655581
Uckl1os,0.680657092,1,0.069064626
Eml4,0.680805789,0.649408101,-0.041613703
Prr11,0.680951835,1,-0.071797126
Prxl2a,0.680886487,0.867908793,0.05322954
Mlec,0.681131314,0.649718613,0.050311941
Mynn,0.681221641,0.649804775,-0.046327156
Osbpl7,0.681231348,0.66415691,0.042663695
Ctps2,0.68140289,0.648283033,-0.041019859
Gm16244,0.681627064,1,0.069815178
Tradd,0.681636367,0.514050979,-0.045211578
Snapc5,0.681847824,0.534490382,0.042110934
Pml,0.682133084,0.646638803,0.049091747
Alas1,0.682259607,0.665159397,0.053837523
Fcgr4,0.682494477,0.700336479,0.066508865
Crppa,0.682942107,1,-0.071304401
C2cd4b,0.683267336,1,-0.070533947
C430014B12Rik,0.683013064,1,-0.070484394
Fam216a,0.68315775,0.67673153,-0.054161432
Fbxl4,0.683077167,0.665956465,-0.053537105
Kbtbd4,0.683212542,0.67385826,0.041723795
Maged2,0.683186977,0.744300561,-0.061140932
Ddx24,0.683541337,0.422156756,-0.038255233
Trim26,0.683727977,0.433704362,-0.031369016
Gm43359,0.683943234,0.745124468,0.069670443
Pxk,0.683965146,0.636018221,-0.044019102
Rbm4,0.684200349,0.572700712,-0.061485117
Gmcl1,0.684305369,0.648698055,0.034266847
Zfp605,0.684271193,0.702159642,-0.064541887
Hint3,0.684729311,0.675354261,-0.049375031
Lrg1,0.684651272,0.745895841,0.06709323
Pnldc1,0.684726566,1,-0.070799934
Gm26792,0.684790458,0.94837777,-0.069255611
4930515G01Rik,0.685185947,1,-0.068062606
Atp11a,0.685307969,0.610629354,-0.05272915
Gm11574,0.685243994,1,-0.067329578
Gm45464,0.685306081,1,-0.070146727
Il1b,0.684936971,0.627064545,0.059136138
Myh14,0.685002701,1,-0.065923452
Pkn2,0.685111464,0.649462205,0.045964106
Tmem63b,0.685369888,0.873623671,0.047582469
S100a9,0.685484265,0.626631207,0.062229258
Naif1,0.685566394,0.610859618,0.050050253
Mark4,0.685739432,0.676350552,0.050536351
Dvl1,0.686092864,0.637996782,-0.050310725
Mrpl55,0.686137594,0.704074836,-0.039686578
Wfdc2,0.686131485,0.747508465,-0.070227654
9530018F02Rik,0.686490632,0.950732369,-0.06880119
Gm8797,0.68647774,0.950714515,-0.066764748
Pdcd6,0.686474741,0.797160957,0.037244987
Pdss1,0.686510863,0.680053102,-0.056403148
Mettl26,0.686671079,0.704622267,-0.045931273
2810403D21Rik,0.687194712,0.705159589,0.062083273
Cd28,0.687190286,0.435900584,-0.057716245
Gm48369,0.686985076,1,0.070079394
Mcf2l,0.687078882,1,0.069293158
Mtif3,0.687027907,0.704988423,0.055212465
Dcdc2b,0.687288396,0.680823321,-0.067590134
1810009A15Rik,0.687445836,1,-0.068475435
Ndufa1,0.687415101,0.886516671,-0.044861816
Ubr2,0.687543274,0.426441581,0.048429668
Cradd,0.687641744,0.705618308,0.056309417
Fan1,0.687856931,0.749388259,0.054681386
Abcd4,0.68790837,0.539241154,-0.046821674
Crem,0.68801463,0.639783831,-0.062810787
Gm21992,0.688016205,1,-0.066934225
C920009B18Rik,0.688109446,0.678688117,-0.062338895
Taf11,0.688245108,0.419919374,-0.037204066
Tdrd7,0.688337676,0.749912008,-0.063353468
Gm15122,0.688677509,1,0.068980913
Golga1,0.688636874,0.679208324,-0.051493861
Ms4a4d,0.688975052,0.682494111,0.063939225
Gm45607,0.689045315,1,0.06955472
Dmap1,0.689280746,0.672004557,-0.045533048
Mau2,0.689205655,0.437178979,-0.035363234
Nepro,0.689257052,0.874842846,-0.050433987
Bcam,0.689513956,0.751193511,0.069672365
Commd6,0.689607293,0.614460176,0.041530004
Dhx57,0.689378615,0.420610961,0.049422814
Zfp955b,0.689581267,0.707608534,-0.051909689
Zfp11,0.689687205,0.657003923,0.068476029
1700056N10Rik,0.689799003,0.68331031,0.066208323
Atxn1l,0.690298531,0.879906088,0.055058458
9130221H12Rik,0.690593323,1,-0.068400217
Gm49668,0.690617635,0.805767718,0.068239542
Zdhhc24,0.690716359,0.876695078,0.057002464
Gm49322,0.690784208,0.578211642,-0.057937826
Fancb,0.691004064,0.709068527,0.062839772
Lysmd4,0.691045718,0.880858508,-0.059071528
Gm37170,0.691183991,1,0.069246016
Rsf1,0.691463791,0.632097354,0.043464454
Ep400,0.691633724,0.643149221,0.050666088
Zfp654,0.691652524,0.803173598,-0.051452083
Gm13562,0.691753027,1,0.066970632
Cnot11,0.691857364,0.659949995,0.037734964
Sag,0.691879567,0.579128499,-0.063960853
Ppp6r1,0.692075274,0.427427336,-0.03725003
Qrsl1,0.692025612,0.679648475,0.046579547
Serf1,0.692100007,1,-0.067336667
Dna2,0.692226128,0.685714605,0.064467682
Mon2,0.692252388,0.616817033,0.051884622
Pcm1,0.692267847,0.633530511,0.042866174
Ammecr1,0.692317449,0.685805067,0.055091609
Ripk4,0.69285486,1,0.068285313
Slc16a7,0.693259083,1,0.067365673
Aurkaip1,0.69356041,0.659849633,0.036410589
Cby1,0.693733943,0.880525161,-0.060339771
Gm10250,0.694017878,1,-0.064757837
Gm6627,0.69401396,1,0.067001084
Ncapg,0.693834321,0.88441307,-0.064463732
Tmem219,0.693983066,0.880841363,-0.044298754
Traj50,0.694132354,1,-0.066869132
Igkv1-135,0.694511544,1,-0.066194466
Tfip11,0.694580926,0.658438931,0.043808526
Ss18l1,0.694677804,0.885488236,-0.053625743
Top2b,0.694783932,0.602376195,0.041132768
1700020L24Rik,0.695107724,1,-0.064807984
Gm21596,0.695157399,1,0.064871227
Hps5,0.695257838,0.807360229,-0.040518143
Wbp11,0.695245449,0.425683961,-0.039786184
Gm45797,0.695464308,1,0.068171044
Zfp606,0.695456075,0.757667174,0.061635454
Mvd,0.695667704,0.678231432,0.054746945
4930579K19Rik,0.696286056,1,0.066918203
4933417D19Rik,0.69628438,1,-0.066892038
Brap,0.696178693,0.426255366,-0.039046907
Ccno,0.696210139,0.663217744,-0.059828032
Erp27,0.695917177,1,0.064574013
Gm27006,0.69603672,1,-0.067929429
Iah1,0.695944894,0.68939839,-0.044146824
Ipo5,0.696319219,0.660086773,0.031460035
Nsun4,0.696226845,0.62035839,0.045440754
Olfr99,0.69636136,1,0.066600634
Pla2g4a,0.696007765,1,0.067857589
Fermt3,0.696511569,0.441813288,-0.039638349
Gm20692,0.69662188,1,-0.066971008
Gm40309,0.69664949,0.690096358,-0.063254031
Trbv30,0.696596092,0.690043462,-0.060779501
Zc3h6,0.696597331,0.884159531,0.058930947
Polrmt,0.696700655,0.660448361,-0.039899575
Ncor1,0.696821064,0.604142384,0.037529479
S100a8,0.696834831,0.679369306,0.060244798
Arpc2,0.697493018,0.432612806,0.03353137
Cbl,0.697402328,0.525940762,-0.039968682
Hook1,0.697536104,0.680053002,0.051679767
Pdgfc,0.697350264,1,0.056872179
Ddb1,0.697623691,0.430854051,0.0342768
Tedc2,0.697657771,0.715896177,0.058626794
Rnf34,0.697983955,0.680489628,-0.041220616
1110013H19Rik,0.698146348,1,-0.067039414
Ocln,0.698123158,1,0.067057288
9930014A18Rik,0.698200183,1,0.06551816
Pih1d1,0.698399287,0.639141712,-0.039737995
Arl2bp,0.698452446,0.427647537,-0.045612919
Fam120aos,0.69854861,0.716810305,0.053379554
4930557K07Rik,0.698938435,1,0.062840984
Mctp1,0.698903918,1,0.066245344
Gm44567,0.699175725,0.815752742,-0.065126772
Pex11g,0.699115835,0.761654313,0.059721516
Traj37,0.699167761,1,0.063245189
Fgd2,0.699495154,0.762067563,0.061453232
Trappc5,0.699616326,0.623378516,-0.046917528
Tirap,0.699727433,0.666568359,0.064706535
Wdr34,0.699747162,0.585713963,0.062675381
Ambra1,0.700169984,0.651087076,0.042471004
Nop14,0.700164208,0.641005186,0.040799907
Spi1,0.700206554,0.718511591,0.058479183
Efnb2,0.700536981,0.718850656,0.066336673
Csf2rb,0.700962732,0.763666422,0.061380934
Gm37760,0.701020449,0.719346763,0.06425653
Gm10643,0.701118813,0.81801981,0.065343398
Ndufb4,0.701257236,0.76398727,-0.048358293
Acvr2a,0.701521182,0.764274827,0.059845661
Caml,0.701487414,0.688941049,-0.04171043
Dazap2,0.701563599,0.433287348,0.041589767
C1qb,0.702070254,0.764873016,0.0612686
Dync2h1,0.701867544,0.695265327,0.061764777
Gm45250,0.701906001,1,-0.066036555
Mustn1,0.701929249,1,0.066356409
Selenok,0.702117285,0.667990597,0.040819247
Cracr2b,0.702501018,1,-0.066488564
D130017N08Rik,0.702474296,1,-0.066226452
Fadd,0.702587424,0.588091366,-0.060038509
Gm16278,0.702399291,1,0.065716121
Nlrp12,0.702691079,1,0.052192655
Zfp809,0.702607421,0.550763522,-0.045575857
2810468N07Rik,0.703634573,0.9744753,0.065790955
Arnt,0.703955654,0.530882903,-0.041921384
Cd209a,0.703202652,1,0.061337463
Cyp4f41-ps,0.703865163,1,0.066109676
Flvcr1,0.703366862,0.551358837,0.044547989
Gm3940,0.703965566,1,-0.065326557
Gna12,0.703059771,0.906692633,-0.041451984
Mrpl32,0.703439519,0.530493664,0.040440653
Nfam1,0.703634645,0.685998688,0.063913479
Rad51b,0.703739506,1,0.066170123
Tcta,0.703708997,0.893186047,-0.048007533
Vgll4,0.704038754,0.431067914,-0.054773301
Zfp867,0.703729413,0.589047252,0.056408736
Gpat3,0.704240914,0.821662475,-0.065962407
Tarm1,0.70419892,1,0.060259279
Catsper2,0.704295433,1,-0.062223931
Dhx30,0.704452556,0.446850439,-0.032440852
Aph1c,0.705035887,1,0.065879189
Trav4-4-dv10,0.705004466,0.671595321,-0.06274264
Clip1,0.705185531,0.611394359,0.038046517
Fam71f2,0.705152504,1,0.065741551
Cilp2,0.705597251,1,-0.065136276
Gm15446,0.705576046,0.895555808,-0.054494125
Gm38319,0.70566834,1,0.064572718
Gm4739,0.705560341,0.590579807,0.053689746
Maml2,0.705629625,0.673087101,-0.045687044
Bmt2,0.705771408,0.688081896,-0.042559878
Cxcl16,0.706042685,0.699401194,0.064061643
Klf9,0.706435293,0.724903164,0.058034371
Smg6,0.706384188,0.820280576,-0.035636491
Cdk16,0.706632126,0.672285993,0.043411262
Zbtb4,0.706896061,0.694252961,-0.043617943
Zscan20,0.706921158,0.697242266,0.059611826
Zfand5,0.707019703,0.672654731,-0.047228019
Abcc3,0.707914461,1,0.057996108
Ccdc32,0.707618183,0.694962168,0.043842285
Gm15601,0.707625798,1,-0.065125793
Gm17137,0.7078944,1,-0.065070064
Hdgf,0.70772148,0.613593021,-0.034964348
Nrip2,0.70780393,1,0.061224798
Slc10a7,0.707624229,0.431743168,0.045404284
Tmem132a,0.707716969,1,0.065205823
Tsc22d3,0.707915323,0.437210188,-0.047735732
Steap4,0.70805518,1,0.058287788
Coa5,0.708317494,0.658663435,0.038534752
Hp1bp3,0.708159868,0.437361219,0.041483894
Morc2a,0.708230963,0.673807118,0.041266357
Tgfbrap1,0.708326698,0.913485062,-0.044843728
Klhl11,0.708632134,0.77202188,0.057974993
Ryr3,0.708666,1,0.064056199
Asb5,0.708857672,0.827049008,-0.062743927
Gm37785,0.709079964,1,-0.064909755
Gm8899,0.709662159,1,-0.06469772
Gm9522,0.709394316,1,-0.064697203
Ift46,0.709565172,0.691780572,-0.041118422
Khsrp,0.709564443,0.675075783,-0.044323515
Mettl25,0.709313931,0.702641669,0.046295988
Mirt2,0.709377235,0.982428409,0.058554758
Pex12,0.709012619,0.702343191,-0.049470264
Snord91a,0.709482024,1,-0.064286716
Trub2,0.709424934,0.691643849,0.045046456
Cdkl4,0.709920581,1,-0.063921626
H2-T-ps,0.710069275,0.697369421,-0.044284308
Gm31597,0.710255834,0.594510105,-0.060117579
Abi3,0.710420764,0.728992824,0.059201363
Gm26789,0.710570477,1,-0.062910712
Gm26909,0.710857445,1,-0.064096825
Ino80b,0.71083679,0.729419726,0.039350355
Fmnl3,0.711396692,0.676818975,-0.058073572
Gm1840,0.711229522,1,0.063303061
Gm21781,0.711259346,1,-0.061496599
Got1,0.711328676,0.917356528,0.045914168
9330161L09Rik,0.711889805,0.830586702,0.063216866
Bax,0.711823678,0.677225207,-0.030679792
Gm26558,0.711898596,0.903580735,-0.054213751
Sra1,0.712314352,0.651157766,-0.033375269
Chtop,0.7123805,0.441846612,-0.036277006
Fam192a,0.712483948,0.652283993,-0.039421248
Eif4b,0.712625088,0.441998316,-0.034917973
Zfp994,0.712671296,0.705967453,0.056130328
2810405F17Rik,0.713252859,1,0.060749277
Mns1,0.713270394,0.703504571,-0.057645635
Las1l,0.713350337,0.67623169,-0.040754652
Zfp251,0.713409017,0.435272644,0.052248981
Gm13212,0.713516309,0.732169295,0.055401424
Polr3k,0.713546904,0.695662506,0.040431756
Hrh4,0.713848713,1,-0.062873052
Larp1,0.713898289,0.618948302,-0.041205529
Naa15,0.713878487,0.680955538,-0.036420198
Wasl,0.714028931,0.435650872,-0.040247696
Prkcsh,0.714164884,0.681228728,-0.046017306
Fzd7,0.714442159,1,0.061999719
Snrpc,0.714577248,0.696667025,-0.052541425
Gm42047,0.714747226,0.911070221,0.058204778
Nfe2l2,0.714800223,0.681834766,0.04685699
Nfkb1,0.714765168,0.677572901,-0.044115797
Prepl,0.71508599,0.705295309,0.045506626
Gm43571,0.715469941,1,-0.063110559
Hira,0.71548928,0.734193843,-0.048679253
Ttc41,0.715478777,0.708748525,0.059107481
Msr1,0.715616366,0.708884819,0.053732162
Gm35638,0.715676719,1,0.062148261
Rangap1,0.715759601,0.438244339,0.039297902
Rspry1,0.715867772,0.831293279,-0.039381089
Tgs1,0.715835151,0.436752902,-0.04022742
Nckap1l,0.716060707,0.4384287,-0.03318273
Alg12,0.716196264,0.734919309,-0.049502982
Scd1,0.716203037,0.599488132,0.06148324
Mad2l1bp,0.71632336,0.683287658,-0.045434901
Clasp2,0.716426432,0.698469861,0.047369485
Msl1,0.716880005,0.698912066,0.045504126
Atl1,0.71699545,1,-0.062985675
Gm38346,0.717132095,1,0.062616085
Haus2,0.717122392,0.656530521,-0.048274197
C130013H08Rik,0.717450566,1,-0.062494851
Fbln1,0.717464073,0.993628006,-0.062718885
Gm12504,0.717618154,1,-0.062720199
Zbtb6,0.717379412,0.914425403,0.047075646
Mmp19,0.717860682,0.837553134,0.05659257
Acap1,0.718010342,0.439622419,-0.040917269
Abhd13,0.718182115,0.541611683,0.044069242
1700066B19Rik,0.718265719,1,0.06092749
Ly75,0.718792447,0.681390624,-0.046031935
Slc18a2,0.718779574,0.916210154,0.059185554
Vps33b,0.718694741,0.657970018,-0.034351287
Zcchc17,0.718851624,0.542116588,-0.037161733
Mib2,0.718998004,0.834928225,0.033791678
Ptpn11,0.719034353,0.927294062,-0.041999124
Prelid3b,0.71935096,0.658570791,0.038661555
Ccdc116,0.719896862,1,-0.061116583
E230016M11Rik,0.720017354,1,-0.06217437
Slfn3,0.720025089,0.840078422,0.060391143
Arhgef40,0.720236187,1,-0.062101206
Gm27003,0.720484568,1,-0.059719796
Samm50,0.720473562,0.624649049,-0.0249189
Timm10b,0.720460589,0.918352901,-0.042970602
Zfp64,0.720400588,0.658549749,0.035522905
Zfp622,0.720720135,0.44511847,-0.043598188
4930544D05Rik,0.720888776,1,0.061807883
2010015M23Rik,0.7212859,1,-0.060441127
6820431F20Rik,0.72129375,0.603749245,0.053589491
Asb13,0.721219636,0.660281577,-0.046903908
Azin1,0.721092179,0.686043209,-0.041627237
Nat14,0.721131968,1,0.062020286
Papss1,0.721153176,0.439997592,-0.04434691
Tbc1d7,0.721088487,0.739939426,0.055105893
Zap70,0.721252407,0.441607467,-0.035479108
Pcgf3,0.721396162,0.714610247,0.04916605
Bnip3l-ps,0.721765989,1,-0.059484778
C5ar1,0.722144151,0.715351199,0.05592426
Lrrc23,0.722429023,0.688194154,-0.056475257
Sdhaf4,0.722351105,0.741235053,-0.045500517
Slc38a2,0.722271761,0.442231596,-0.0443573
Zmat3,0.722101573,0.715309022,-0.048779251
Rab11fip2,0.722577711,0.715780681,0.047082129
Fh1,0.72294752,0.566707824,-0.036593335
Snord87,0.723127326,1,-0.059828938
Psmd13,0.723238414,0.688085126,0.033740303
Brd1,0.723369698,0.448662549,0.039980392
Ccdc142,0.723483845,1,0.061007989
Cbr4,0.723570512,0.788296551,-0.053763991
Atrx,0.723761888,0.446997064,-0.042398641
G0s2,0.723762985,0.716954806,0.060528907
Hint2,0.723769648,0.742690679,-0.039325939
Setd1a,0.723823361,0.788572018,-0.054198062
Gm48838,0.723921368,0.689615778,0.05783098
Mtrf1,0.7242599,0.743193748,-0.047609895
Gm8066,0.724326988,1,0.057663276
Tmem29,0.724419489,0.743357509,-0.052256472
Ppil3,0.724926433,0.920116381,-0.050120435
Gm38366,0.725060908,0.845953889,0.060801425
Ahdc1,0.725835361,0.925203987,0.042458564
Anapc7,0.725525451,0.707340822,0.033272688
Cd300lb,0.725248882,0.690880383,0.057611234
Gbp9,0.725231965,0.460031295,-0.045019214
Gimap8,0.725316318,0.842265295,-0.040265615
Gm37637,0.7258893,0.607595889,0.057663417
Gm37677,0.726102404,1,-0.060776333
Ifitm6,0.725498646,1,0.052657946
Ndufa5,0.72604604,0.664442702,-0.04105722
Polr3gl,0.726010569,0.921492426,0.039966491
Pou5f2,0.726206057,0.847289974,0.060804805
Slc35c1,0.725646977,0.692181284,0.048131897
Snx17,0.726033115,0.675137166,0.030515054
Tsc22d4,0.725486465,0.448062167,0.044113615
Tcaim,0.726503052,0.719669098,0.049772184
Alox5,0.726825769,0.791843002,0.056230893
Zcchc24,0.727050151,0.692596293,0.05995773
A330069E16Rik,0.727372356,1,-0.057848349
B130034C11Rik,0.727315694,1,-0.060237496
Zfp995,0.727372611,0.746387832,0.048650264
Mcee,0.727515046,0.720671573,-0.049620338
Tmem134,0.727601885,0.676595963,-0.03365611
Alg13,0.727691239,0.792785892,0.048778864
2700099C18Rik,0.727900193,0.793013538,-0.056083342
Gm10093,0.727833674,1,0.059190143
Zfp109,0.727890834,0.693397137,0.051701427
Traj2,0.727998275,1,-0.058319181
Pigv,0.728125717,0.648781213,-0.040119726
Gm48855,0.728211211,0.849629457,-0.057138627
Abl2,0.728472125,0.71021364,-0.053641328
Commd2,0.728419627,0.666614895,-0.042897422
Crebl2,0.72839122,0.747433069,-0.053470404
Lzic,0.728297263,0.710043161,-0.05023894
Tagap1,0.728505886,0.715476286,0.045962498
Cd19,0.728901053,0.794103928,0.05564522
A430088P11Rik,0.729198865,0.748261829,-0.049226594
Xaf1,0.729278687,0.667401066,0.046269643
D830036C21Rik,0.729658026,1,0.059395245
Mak,0.729657422,1,0.059527554
Rab20,0.729536156,0.929921296,0.049258828
Gpx4-ps2,0.729981565,0.74906499,0.04992901
Tspan1,0.730587484,1,0.059639532
Gm37349,0.730705808,1,0.059587655
Fpr2,0.730853831,1,0.054867595
Mocs3,0.730832959,0.720826676,-0.043103254
Zmym2,0.730805815,0.848639911,0.034240531
Gm47088,0.731091205,1,-0.058393603
Nudt13,0.731113797,0.927969722,0.040230132
Gm30211,0.731292348,1,0.059097599
Sh3bp1,0.731275558,0.718196422,0.04281842
Egfl8,0.731636543,1,0.056831367
Gm46430,0.731757573,0.721738631,-0.048258884
Pfdn2,0.731503567,0.551657956,-0.033482428
Prpf4b,0.731785598,0.63445656,0.034776152
Tnfrsf1a,0.731638391,0.446394942,-0.046951003
Acyp2,0.732049904,1,-0.058283637
Dsp,0.732242062,1,0.059276087
Bin1,0.73233961,0.634936887,0.036638051
Rrp8,0.73254018,0.574227368,-0.045702607
Ccdc137,0.732926516,0.670739386,-0.038935876
Gem,0.732844498,0.670924218,0.052571443
Gm37082,0.733013087,1,0.05919038
Tor1aip2,0.732926413,0.681547233,-0.042091923
Kctd20,0.733263779,0.851494193,-0.030570747
Crim1,0.733488054,0.945934104,-0.045777695
Traj8,0.733453021,1,0.05842281
Rb1cc1,0.733620977,0.69796304,0.04093219
Tbce,0.733577808,0.699746358,-0.043191809
Tomt,0.733752722,1,-0.057116513
Gm4540,0.733994158,0.856376623,-0.05572045
Gstp-ps,0.734105757,1,-0.056349918
Ap1s1,0.734392419,0.57567931,0.038690767
Comp,0.734389871,0.727481729,-0.057231087
Otos,0.734385615,1,0.058842427
Gm45767,0.734574138,1,0.058268721
Renbp,0.734775369,0.753984115,-0.058750405
Mad2l2,0.735040528,0.716617412,-0.037826047
Tnfaip1,0.735010346,0.654915619,0.03883342
